Id	Entry	Left	Right	LeftStoich	RightStoich	Name
1634163	R03721	35174 53549	424054 1202006	1.0 1.0	1.0 1.0	S-Adenosyl-L-methionine:columbamine O-methyltransferase
1634169	R03720	786133 918	28158 786109	1.0 1.0	1.0 1.0	Choloyl-CoA:glycine N-choloyltransferase
1634173	R03723	816315	1086766 524908	1.0	1.0 1.0	(24R,24(1)R)-fucosterol-epoxide acetaldehyde-lyase (desmosterol-forming)
1634177	R03722	1095174 836078	35174 867421	2.0 1.0	1.0 2.0	(S)-Tetrahydrocolumbamine:oxigen oxidoreductase
1634180	R03725	53549 524908	994778 424054	1.0 1.0	1.0 1.0	
1634183	R03724	524908 1086826	393694 1083381	1.0 1.0	1.0 1.0	
1634186	R03727	506655 841360	528653 28158	1.0 1.0	1.0 1.0	feruloyl-CoA:galactarate O-(hydroxycinnamoyl)transferase
1634191	R03726	1184559 53549	953742 591958	1.0 1.0	1.0 1.0	S-Adenosyl-L-methionine:N6-(delta2-isopentenyl)-adenine 3-(3-amino-3-carboxypropyl)-transferase
1634197	R07289	912307 861594	425253 58314	1.0 1.0	1.0 1.0	3'-phosphoadenylyl-sulfate:glycochenodeoxycholate 7-sulfotransferase
1634201	R07288	524775 912307	1169674 58314	1.0 1.0	1.0 1.0	3'-phosphoadenylyl-sulfate:dermatan 6'-sulfotransferase
1634205	R07287	912307 645834	753613 58314	1.0 1.0	1.0 1.0	3'-phosphoadenylyl-sulfate:glycolithocholate sulfotransferase
1634209	R07282	1199435 393120	393120 1185169	1.0 1.0	1.0 1.0	polyribonucleotide:phosphate nucleotidyltransferase
1634213	R07281	510925	1091941 847002	1.0	1.0 1.0	D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)
1634220	R07280	503927 1074501	941781 1199435	1.0 1.0	1.0 1.0	
1634223	R07285	949908 1199435	1185169 949908	1.0 1.0	1.0 1.0	tRNA:phosphate nucleotidyltransferase
1634226	R07279	58310 951501	848579 1086446	1.0 1.0	1.0 1.0	ATP:1D-myo-inositol 3-phosphotransferase;            ATP:1L-myo-inositol 1-phosphotransferase
1634231	R07278	938383 524754	1168501 516055	1.0 1.0	1.0 1.0	dGTP:depurinated-DNA purine transferase
1634236	R07277	907802 1190445	859889 1008981	1.0 1.0	1.0 1.0	nicotianamine:2-oxoglutarate aminotransferase; nicotianamine transaminase
1634243	R07276	907802 1004743	1008981 291035	1.0 1.0	1.0 1.0	L-arogenate:2-oxoglutarate aminotransferase
1634251	R07271	591490 981512	370779 1065005	1.0 1.0	1.0 1.0	dimethylallyl-diphosphate:(6aS,11aS)-3,6a,9-trihydroxypterocarpan dimethylallyltransferase
1634257	R07270	317645	370779 260566	1.0	1.0 1.0	prephytoene diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase
1634264	R07275	907802 921102	951047 1008981	1.0 1.0	1.0 1.0	diamine:2-oxoglutarate aminotransferase
1634269	R07274	877913 1195898	1008911 1199435	1.0 1.0	1.0 1.0	O-phospho-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase
1634275	R07273	921893 948464	1194117 370779	1.0 1.0	1.0 1.0	solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase
1634282	R07272	591490 981512	370779 1055510	1.0 1.0	1.0 1.0	dimethylallyl-diphosphate:(6aS,11aS)-3,6a,9-trihydroxypterocarpan dimethylallyltransferase
1634285	R07299	503927 839944	1199435 839963	1.0 1.0	1.0 1.0	1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate 4-phosphohydrolase
1634291	R07298	503927 861245	861519 1199435	1.0 1.0	1.0 1.0	sn-glycerol-1-phosphate phosphohydrolase
1634295	R07293	503927 1093979	1309469 861519	1.0 1.0	1.0 1.0	monoacylglycerol acylhydrolase
1634300	R07292	503927 841362	288271 841356	1.0 1.0	1.0 1.0	4-hydroxy-3-methoxycinnamoyl-sugar hydrolase
1634303	R07291	503927 835795	1309469 950832	1.0 1.0	1.0 1.0	2-lysophosphatidylcholine acylhydrolase
1634307	R07290	1087651 847105	1087815 847002	1.0 1.0	1.0 1.0	formyl-CoA:oxalate CoA-transferase
1634312	R07297	1339469 503927	1199435 398745	1.0 1.0	1.0 1.0	5'-ribonucleotide phosphohydrolase
1634316	R07296	918 503927	28158 937861	1.0 1.0	1.0 1.0	choloyl-CoA hydrolase
1634321	R07295	503927 1064840	28158 937664	1.0 1.0	1.0 1.0	deoxycholoyl-CoA hydrolase
1634326	R07294	503927 1065031	928946 28158	1.0 1.0	1.0 1.0	phenylglyoxylyl-CoA hydrolase
1634335	R01135	1004747 850326 879892	1199435 1069532 849822	1.0 1.0 1.0	1.0 1.0 1.0	IMP:L-aspartate ligase (GDP-forming)
1634342	R02467	1095174 479692	879791	1.0 1.0	1.0	Cysteamine:oxygen oxidoreductase
1634347	R03798	252088	1201861	1.0	1.0	
1634348	R02466	936941	879791 1302031	1.0	1.0 1.0	3-Sulfino-L-alanine carboxy-lyase
1634353	R03797	135946 448714	1387067 467444	1.0 1.0	1.0 1.0	UDPglucose:anthocyanidin 3-O-beta-D-glucosyltransferase
1634357	R01137	58310 938776	938267 1086446	1.0 1.0	1.0 1.0	ATP:dADP phosphotransferase
1634363	R02469	1095174 1185159 34973 867391	815771 503927 1184639	1.0 1.0 1.0 1.0	1.0 1.0 1.0	(-)-limonene,NADPH:oxygen oxidoreductase (3-hydroxylating)
1634369	R01138	370761 938267	938776 259799	1.0 1.0	1.0 1.0	dATP:pyruvate 2-O-phosphotransferase
1634375	R02468	1185159 867391 34973 1095174	503927 815769 1184639	1.0 1.0 1.0 1.0	1.0 1.0 1.0	(-)-Limonene,NADPH:oxygen oxidoreductase (6-hydroxylating)
1634382	R03799	591490 167328	370779 164618	2.0 1.0	2.0 1.0	Dimethylallyl-diphosphate:aspulvinone-E dimethylallyltransferase
1634387	R01139	507411 938267	507756 938776	1.0 1.0	1.0 1.0	dATP:D-glucose 6-phosphotransferase
1634391	R02470	34973 1095174 1185159 867391	1184639 955609 503927	1.0 1.0 1.0 1.0	1.0 1.0 1.0	(-)-Limonene,NADPH:oxygen oxidoreductase (7-hydroxylating)
1634396	R01140	506640 938267	938776 47301	1.0 1.0	1.0 1.0	dATP:D-fructose 6-phosphotransferase
1634400	R02472	1184639 821085	867391 898090 1185159	1.0 1.0	1.0 1.0 1.0	(R)-Pantoate:NADP+ 2-oxidoreductase
1634405	R02471	1184609 821085	822291 1184647 867391	1.0 1.0	1.0 1.0 1.0	
1634407	R01142	1184647 1095174 867391 1049864	1049878 503927 1184609	1.0 1.0 1.0 1.0	1.0 1.0 1.0	Methane,NADH:oxygen oxidoreductase (hydroxylating)
1634420	R02474	830922 503927	928705 821085	1.0 1.0	1.0 1.0	Pantothenate amidohydrolase
1634425	R01143	1185159 867391 1049864 1095174	1184639 1049878 503927	1.0 1.0 1.0 1.0	1.0 1.0 1.0	methane,NADPH:oxygen oxidoreductase (hydroxylating)
1634427	R02473	58310 928705 821085	830922 370779 1086606	1.0 1.0 1.0	1.0 1.0 1.0	(R)-Pantoate:beta-alanine ligase (AMP-forming)
1634434	R01144	503927 1087866	1049878 1087868	1.0 1.0	1.0 1.0	Oxaloacetate-4-methyl-ester oxaloacetohydrolase
1634439	R02476	1117697 1184609	981358 867391 1184647	1.0 1.0	1.0 1.0 1.0	Androsterone:NAD+ oxidoreductase
1634443	R01145	503927 1055025	753435 1049878	1.0 1.0	1.0 1.0	Monomethyl-sulfate sulfohydrolase
1634448	R02456	1184639 443358	510590 867391 1185159	1.0 1.0	1.0 1.0 1.0	D-Mannonate:NADP+ 6-oxidoreductase
1634451	R03787	1184609 954407	867391 1184647 502127	1.0 1.0	1.0 1.0 1.0	5,12-dihydroxanthommatin:NAD+ oxidoreductase
1634454	R02455	443358 1184609	1184647 867391 510590	1.0 1.0	1.0 1.0 1.0	D-Mannonate:NAD+ 6-oxidoreductase
1634456	R01126	503927 879892	1199435 882701	1.0 1.0	1.0 1.0	inosine 5'-monophosphate phosphohydrolase
1634465	R02458	503927 506352	473112 510386	1.0 1.0	1.0 1.0	D-Arginine amidinohydrolase
1634471	R03789	392448 949983	866772 952871	1.0 1.0	1.0 1.0	tRNA-guanosine34:queuine tRNA-D-ribosyltransferase
1634479	R01127	503927 879892	835389	1.0 1.0	1.0	IMP 1,2-hydrolase (decyclizing)
1634486	R02457	503927 1095174 510386	1184965 867421 1073209	1.0 1.0 1.0	1.0 1.0 1.0	D-Ornithine:oxygen oxidoreductase (deaminating)
1634492	R03788	946357 53549	424054 946466	1.0 1.0	1.0 1.0	S-Adenosyl-L-methionine:mRNA (2'-O-methyladenosine-N6-)-methyltransferase
1634496	R01128	503927 879892	879897 511076	1.0 1.0	1.0 1.0	5'-Inosinate phosphoribohydrolase
1634501	R02459	907747 510386	1073209 482827	1.0 1.0	1.0 1.0	D-Ornithine:2-oxoglutarate aminotransferase
1634507	R03790	822569 1184609	867391 928946 1184647	1.0 1.0	1.0 1.0 1.0	
1634509	R02461	510386	511418	1.0	1.0	D-ornithine 4,5-aminomutase
1634514	R03792	829939 1184609	928946 1184647 867391	1.0 1.0	1.0 1.0 1.0	
1634516	R01130	503927 879892 1184609	867391 502106 1184647	1.0 1.0 1.0	1.0 1.0 1.0	IMP:NAD+ oxidoreductase
1634521	R02460	510386	1127365	1.0	1.0	Bacitracin synthetase 2
1634523	R03791	829939	822569	1.0	1.0	mandelate racemase
1634528	R01131	882701 58310	879892 1086446	1.0 1.0	1.0 1.0	ATP:inosine 5'-phosphotransferase
1634532	R02463	1184639 872186	867391 1185159 395632	1.0 1.0	1.0 1.0 1.0	hexadecanal:NADP+ delta2-oxidoreductase
1634535	R03794	829939 1095174 787709	980496 829687 503927	1.0 1.0 1.0	1.0 1.0 1.0	(S)-2-Hydroxy-2-phenylacetate,tetrahydrobiopterin:oxygen oxidoreductase (4-hydroxylating)
1634540	R01132	370779 879892	879897 1079824	1.0 1.0	1.0 1.0	IMP:diphosphate phospho-D-ribosyltransferase
1634546	R02462	1184609 872198	872186 1184647 867391	1.0 1.0	1.0 1.0 1.0	Hexadecanol:NAD+ oxidoreductase
1634549	R03793	1086826 829939	928946 393694	1.0 1.0	1.0 1.0	(S)-2-hydroxy-2-phenylacetate:acceptor 2-oxidoreductase
1634551	R02465	877368	918086	1.0	1.0	Hyaluronate lyase
1634554	R03796	370799 1087458	1093016 370761	1.0 1.0	1.0 1.0	Pyruvate-oxime:acetone oximinotransferase
1634560	R01134	1184965 879892 1184639	1185159 850531 867391	1.0 1.0 1.0	1.0 1.0 1.0	inosine-5'-phosphate:NADP+ oxidoreductase (aminating);            NADH:guanosine-5'-phosphate oxidoreductase (deaminating)
1634566	R02464	724652	872186 604172	1.0	1.0 1.0	Sphinganine-1-phosphate pamlmitaldehyde-lyase
1634572	R01157	817857 503927	473112 370462	1.0 1.0	1.0 1.0	Agmatine amidinohydrolase
1634578	R02489	853069	877835 1302031	1.0	1.0 1.0	Gentisate carboxy-lyase
1634583	R01158	1184609 1009146 503927	1141162 1184647 867391	2.0 1.0 1.0	1.0 2.0 2.0	L-histidinol:NAD+ oxidoreductase
1634589	R02488	600122 861212	43081 1302031 393757	1.0 1.0	1.0 1.0 1.0	glutaryl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase (decarboxylating)
1634595	R01159	53549 1141162	424054 1167454	1.0 1.0	1.0 1.0	S-adenosyl-L-methionine:L-histidine N-methyltransferase
1634600	R01160	1141162 1093121	28158 1171285	1.0 1.0	1.0 1.0	acetyl-CoA:L-histidine N-acetyltransferase
1634605	R02492	1184647 1190937 867391	1184609 1191098 503927	1.0 2.0 1.0	1.0 1.0 1.0	nitrous-oxide:NAD+ oxidoreductase
1634612	R01161	907802 1141162	880186 1008981	1.0 1.0	1.0 1.0	L-histidine:2-oxoglutarate aminotransferase
1634617	R02491	818634	926358 503927	1.0	1.0 1.0	(3S)-citramalyl-CoA hydro-lyase (itaconyl-CoA-forming)
1634624	R02494	1199435 370752	370738 503927	1.0 1.0	1.0 1.0	pyridoxamine-5'-phosphate phosphohydrolase
1634633	R01163	1141164 1184609 503927	867391 1141162 1184647	1.0 1.0 1.0	1.0 1.0 1.0	L-histidinal:NAD+ oxidoreductase
1634636	R02493	58310 370752	370738 1086446	1.0 1.0	1.0 1.0	ATP:pyridoxal 5'-phosphotransferase
1634640	R01164	1141162 58310 928705	1199435 1086446 629961	1.0 1.0 1.0	1.0 1.0 1.0	L-histidine:beta-alanine ligase (ADP-forming)
1634645	R01166	629961 503927	928705 1141162	1.0 1.0	1.0 1.0	Nalpha-(beta-alanyl)-L-histidine hydrolase
1634649	R02498	1080070 1184639	867391 787103 1185159	1.0 1.0	1.0 1.0 1.0	5beta-dihydrotestosterone:NADP+ 4,5-oxidoreductase
1634652	R01167	1141162	1302031 848588	1.0	1.0 1.0	L-histidine carboxy-lyase (histamine-forming)
1634658	R02497	1184639 845564	787103 1185159 867391	1.0 1.0	1.0 1.0 1.0	dihydrotestosterone:NADP+ delta4-oxidoreductase
1634664	R02490	22693	926358 503927	1.0	1.0 1.0	Citramalyl-CoA hydro-lyase
1634668	R01146	291102 1049878	291105 846987 867391	2.0 1.0	2.0 1.0 2.0	methanol:ferricytochrome-c oxidoreductase;            methanol dehydrogenase
1634674	R02478	1117697 818899	467444 1117688	1.0 1.0	1.0 1.0	UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific)
1634680	R01147	370761 370738	482219 370745	1.0 1.0	1.0 1.0	Pyridoxamine-5'-phosphate:2-oxoglutarate aminotransferase
1634686	R02477	1117697 1184639	981358 1185159 867391	1.0 1.0	1.0 1.0 1.0	Androsterone:NADP+ oxidoreductase
1634688	R01148	907802 482219	370761 507791	1.0 1.0	1.0 1.0	D-Alanine:2-oxoglutarate aminotransferase
1634694	R01149	482219 1009133	947044 1184965	1.0 1.0	1.0 1.0	L-Glutamine:D-alanine gamma-glutamyltransferase
1634699	R02481	511279 1093121	1171267 28158	1.0 1.0	1.0 1.0	Acetyl-CoA:D-tryptophan N-acetyltransferase
1634703	R01150	58310 482219	482224 1199435 1086446	1.0 2.0	1.0 1.0 1.0	D-alanine:D-alanine ligase (ADP-forming)
1634709	R02480	479778	871439 1119935	1.0	1.0 1.0	Cytochrome c apocytochrome-c-lyase
1634715	R01151	370462 503927 1095174	867421 942569 1184965	1.0 1.0 1.0	1.0 1.0 1.0	Putrescine:oxygen oxidoreductase (deaminating)
1634721	R01152	1150892 503927	1302031 1184965 370462	1.0 1.0	1.0 1.0 1.0	N-Carbamoylputrescine amidohydrolase
1634728	R02482	511279 1036004	28158 1180200	1.0 1.0	1.0 1.0	Malonyl-CoA:D-tryptophan N-malonyltransferase
1634733	R01153	53549 370462	424054 1179944	1.0 1.0	1.0 1.0	S-Adenosyl-L-methionine:putrescine N-methyltransferase
1634738	R02485	524360 503927	524733 1184965	1.0 1.0	1.0 1.0	deoxycytidine aminohydrolase
1634746	R01154	1093121 370462	1174857 28158	1.0 1.0	1.0 1.0	acetyl-CoA:putrescine N-acetyltransferase
1634751	R02484	524733 1199435	819132 898210	1.0 1.0	1.0 1.0	deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase;            deoxyuridine:orthophosphate ribosyltransferase
1634762	R01155	907802 370462	942569 1008981	1.0 1.0	1.0 1.0	putrescine:2-oxoglutarate aminotransferase
1634767	R02487	621156 861212	43081 1302031 621160	1.0 1.0	1.0 1.0 1.0	glutaryl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase (decarboxylating)
1634768	R01156	1174857 503927	370462 63417	1.0 1.0	1.0 1.0	N-Acetylputrescine acetylhydrolase
1634772	R02486	907802 1095174 524733	819132 753040 1302031 524471	1.0 1.0 1.0	1.0 1.0 1.0 1.0	2-Deoxyuridine,2-Oxoglutarate:oxygen oxidoreductase (1'-hydroxylating)
1634776	R02423	503927 77876	1302031 1184965 467413	1.0 1.0	1.0 1.0 1.0	allantoate amidinohydrolase (decarboxylating)
1634782	R03754	394774 58310	1086446 1093882	1.0 1.0	1.0 1.0	ATP:acylglycerol 3-phosphotransferase
1634784	R02422	77876 503927	473112 811229	1.0 1.0	1.0 1.0	Allantoate amidinohydrolase
1634789	R03753	1184639 994755	867391 1083622 1185159	1.0 1.0	1.0 1.0 1.0	7beta-Hydroxysteroid:NADP+ 7-oxidoreductase
1634792	R02425	503927 825176	77876	1.0 1.0	1.0	(S)-allantoin amidohydrolase
1634798	R03756	1093979 849032	28158 830952	1.0 1.0	1.0 1.0	2,3-Dehydroacyl-CoA:2-acylglycerol O-acyltransferase
1634804	R03755	1093900 1093979	28158 830952	1.0 1.0	1.0 1.0	Acyl-CoA:2-acylglycerol O-acyltransferase
1634808	R02427	503927 511218	511208	1.0 1.0	1.0	D-Xylonolactone lactonohydrolase
1634814	R03758	1302031 952454	1004443	1.0 1.0	1.0	
1634817	R02426	992133	503927 1301661	1.0	1.0 1.0	CDPglucose 4,6-hydro-lyase
1634823	R02429	511208	897914 503927	1.0	1.0 1.0	D-Xylonate hydro-lyase
1634828	R02428	503927 511213	511208	1.0 1.0	1.0	D-Xylono-1,4-lactone lactonohydrolase
1634831	R03759	823414 1184609	952454 867391 1184647	1.0 1.0	1.0 1.0 1.0	(R)-1-Aminopropan-2-ol:NAD+ oxidoreductase
1634835	R02430	603893 58310	1086446 506172	1.0 1.0	1.0 1.0	ATP:erythritol 4-phosphotransferase
1634839	R03761	1123409 867391 1184647	1184609 926047	1.0 1.0 1.0	1.0 1.0	NADH:asparagusate oxidoreductase
1634842	R03760	1171057 1093121	28158 1168961	1.0 1.0	1.0 1.0	acetyl-CoA:2-arylethylamine N-acetyltransferase
1634846	R01100	503927 440858	507411 507141	1.0 1.0	1.0 1.0	Lactose galactohydrolase
1634851	R02432	1194893 854331	848596 370779	1.0 1.0	1.0 1.0	NTP:gentamicin 2''-nucleotidyltransferase
1634853	R03763	1184609 1407489	43485 867391 1184647	1.0 1.0	1.0 1.0 1.0	23,24-dihydrocucurbitacin:NAD+ delta23-oxidoreductase
1634856	R01101	1045261 503927	507411 507141	1.0 1.0	1.0 1.0	melibiose galactohydrolase
1634863	R03762	1297668 28158	1086606 1297660	1.0 1.0	1.0 1.0	biotin:CoA ligase (AMP-forming);            biotinyl-5'-AMP:CoA biotinyltransferase
1634870	R02419	822559	1035775 503927	1.0	1.0 1.0	(R)-Malate hydro-lyase
1634874	R02412	710729 58310	710734 1086446	1.0 1.0	1.0 1.0	ATP:shikimate 3-phosphotransferase
1634881	R03743	937872 503927	753050	1.0 1.0	1.0	beta-Lactamhydrolase
1634883	R02411	753119 840383	951501 393490	1.0 1.0	1.0 1.0	1-alpha-D-Galactosyl-myo-inositol:sucrose 6-alpha-D-galactosyltransferase
1634889	R03742	346710	916414 503927	1.0	1.0 1.0	Protoaphin-aglucone hydro-lyase (cyclizing)
1634893	R03745	33407 1184609	1184647 867391 31726	1.0 1.0	1.0 1.0 1.0	(+)-cis-Sabinol:NAD+ oxidoreductase
1634896	R02413	1184639 710729	1185159 867391 919185	1.0 1.0	1.0 1.0 1.0	Shikimate:NADP+ 3-oxidoreductase
1634902	R03744	1337314 58310	1341481 1086446	1.0 1.0	1.0 1.0	ATP:tau-protein O-phosphotransferase
1634904	R02416	947616 710729	28158 947611	1.0 1.0	1.0 1.0	4-Coumaroyl-CoA:shikimate O-(hydroxycinnamoyl)transferase
1634912	R03747	932952	908059 1302031	1.0	1.0 1.0	3-Oxododecanoate carboxy-lyase
1634916	R02415	710729 1201833	919185 1201820	1.0 1.0	1.0 1.0	Shikimate:pyrroloquinoline-quinone 3-oxidoreductase
1634920	R03746	53549 903510	903506 424054	1.0 1.0	1.0 1.0	S-Adenosyl-L-methionine:2-iodophenol O-methyltransferase
1634924	R02418	1344307 503927	801110 1332010	1.0 1.0	1.0 1.0	Ubiquitin-C-terminal-thiolester hydrolase
1634926	R03749	1322018	784780 1004559	1.0	1.0 1.0	(5-L-Glutamyl)-L-amino-acid 5-glutamyltransferase (cyclizing)
1634932	R02417	392522 1095174 1185159 867391	1184639 928365	1.0 1.0 1.0 1.0	1.0 1.0	questin,NADPH:oxygen oxidoreductase (hydroxylating, anthraquinone-ring-opening)
1634936	R03748	1086826 933759	393694 932656	1.0 1.0	1.0 1.0	3-Oxosteroid:(acceptor) delta1-oxidoreductase
1634939	R02421	1086534 1114611	1086446 1114611	1.0 1.0	1.0 1.0	ADP-glucose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase
1635360	R01091	1009294	818434	1.0	1.0	(2S)-alpha-leucine 2,3-aminomutase
1635363	R01092	58310 920419	920427 1086446	1.0 1.0	1.0 1.0	ATP:alpha-D-galactose 1-phosphotransferase
1635368	R01093	1184647 507141 867391	1184609 850713	1.0 1.0 1.0	1.0 1.0	galactitol:NAD+ 1-oxidoreductase
1635370	R08509	1091342	947096	1.0	1.0	
1635372	R08505	1185159 1095174 867391 910	440376 503927 1184639	1.0 1.0 1.0 1.0	1.0 1.0 1.0	cholesterol 26-hydroxylase
1635377	R09836	503927 1403412	1403244	1.0 1.0	1.0	2-oxepin-2(3H)-ylideneacetyl-CoA hydrolyase
1635381	R08506	440376	715641	1.0	1.0	
1635383	R09837	1404032	1403412	1.0	1.0	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase
1635387	R08507	440376	809737	1.0	1.0	
1635389	R09838	1095174 1185159 867391 251413	503927 1184639 1404032	1.0 1.0 1.0 1.0	1.0 1.0 1.0	phenylacetyl-CoA:oxygen oxidoreductase (1,2-epoxidizing)
1635398	R08508	440376	712939	1.0	1.0	
1635400	R09839	28158 1403238	1093121 938475	1.0 1.0	1.0 1.0	2,3-didehydroadipoyl-CoA:acetyl-CoA C-didehydroadipoyltransferase (double bond migration)
1635406	R08512	861220 1178912	753435 393197	1.0 1.0	1.0 1.0	R-sulfate-ester:glutathione R-transferase
1635411	R09843	1404100 1302021	1404105 370779	1.0 1.0	1.0 1.0	CTP:pseudaminate cytidylyltransferase
1635416	R08513	941753	1178163	1.0	1.0	
1635418	R09844	1404258 959102	1404263 370779	1.0 1.0	1.0 1.0	farnesyl-diphosphate:protein-cysteine farnesyltransferase
1635425	R08514	260045 507411	1184965 1315283	1.0 1.0	1.0 1.0	phosphoramidate:hexose 1-phosphotransferase
1635430	R09845	503927 1404263	346546 1102451	1.0 1.0	1.0 1.0	CAAX protease
