Id	Entry	Left	Right	LeftStoich	RightStoich	Type	LB	UB	Name	pathway	References	Reversible
1808445	R_GLNS@MODELID_222668	1807610 1807968 1807214	1807557 1807979 1807295 1808246	1.0 1.0 1.0	1.0 1.0 1.0 1.0	REACTION	0.0	999999.0	glutamine synthetase	Glutamate, Glutamine and Glutathione Metabolism	1739163 1629789 1645486 1671797	
1808444	R_IPPS@MODELID_222668	1807475 1807237 1807749	1807253 1807300 1808246	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	_2-isopropylmalate synthase	Valine, Leucine and Isoleucine Metabolism	1622331 1683615 1722317 1627970 1651557	
1808435	R_CYTD@MODELID_222668	1807237 1807800 1808246	1807495 1807968	1.0 1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	cytidine deaminase	Purine and Pirimidine Biosynthesis	1722266 1625996 1672445 1656014 1622563	
1808434	R_CBPtn@MODELID_222668	1807496	1807486	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	carbamoyl phosphate nuclear transport via diffusion			
1808433	R_ADPT@MODELID_222668	1808192 1807442	1807817 1807627	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	adenine phosphoribosyltransferase	Nucleotide Salvage Metabolism	1647528 1671375 1624450 1717905	
1808432	R_2OXOADPtim@MODELID_222668	1807920	1807916	1.0	1.0	TRANSLOCATION	0.0	999999.0	_2-oxoadipate transport out of mitochondria via diffusion			
1808439	R_ASNN@MODELID_222668	1807237 1807836	1808160 1807968	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	L-asparaginase	Asparagine Metabolism	1627320 1734714 1681179 1631628 1627343 1658324 1622549	
1808438	R_MIPCS326_SC@MODELID_222668	1808287 1808356	1807558 1808246 1808185	1.0 0.01	0.01 1.0 1.0	REACTION	0.0	999999.0	mannose-inositol phosphorylceramide synthase (ceramide-3, 26C), yeast-specific	Sphingolipid Metabolism	1624146	
1808437	R_ASPGLUtp@MODELID_222668	1808160 1807613	1807610 1808153	1.0 1.0	1.0 1.0	TRANSLOCATION	-999999.0	999999.0	aspartate-glutamate peroxisomal shuttle			
1808436	R_GLNTRS@MODELID_222668	1807507 1807979 1807214	1808024 1807817 1807627	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	Glutaminyl-tRNA synthetase	Glutamate, Glutamine and Glutathione Metabolism	1638184 1631680 1716563 1702402	
1808427	R_ASPt2m@MODELID_222668	1808160 1808246	1808218 1808148	1.0 1.0	1.0 1.0	TRANSLOCATION	-999999.0	999999.0	aspartate mitochondrial transport via proton symport			
1808426	R_G6PDH2@MODELID_222668	1808355 1807898	1807685 1807967 1808246	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	glucose 6-phosphate dehydrogenase	Pentose Phosphate Pathway	1625768 1624762 1647037 1687727 1748956 1715548 1632799 1626976 1667714 1624038 1688838	
1808425	R_DRBK@MODELID_222668	1807410 1807214	1807557 1807430 1808246	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	Deoxyribokinase	Pentose Phosphate Pathway	1646954 1720974 1627998 1688689	
1808424	R_ASPt2n@MODELID_222668	1808160 1808246	1808217 1808145	1.0 1.0	1.0 1.0	TRANSLOCATION	-999999.0	999999.0	aspartate nuclear transport via proton symport			
1808431	R_EX_alltn_LPAREN_e_RPAREN_@MODELID_222668	1807494	1807493	1.0	1.0	DRAIN	0.0	999999.0	Allantoin exchange			
1808430	R_MIPCS224_SC@MODELID_222668	1808287 1807943	1807743 1808246 1808185	1.0 0.01	0.01 1.0 1.0	REACTION	0.0	999999.0	mannose-inositol phosphorylceramide synthase (ceramide-2, 24C), yeast-specific	Sphingolipid Metabolism	1624740	
1808429	R_3HAO@MODELID_222668	1808027 1807206	1808126 1808246	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	_3-hydroxyanthranilate 3,4-dioxygenase	Tyrosine, Tryptophan and Phenylalanine Metabolism	1746446 1620413 1649697 1687523	
1808428	R_3OPHB_5tm@MODELID_222668	1808196	1808221	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	_3-Octaprenyl-4-hydroxybenzoate mitochondrial transport			
1808419	R_PPBNGS@MODELID_222668	1807599	1807849 1807237 1808246	2.0	1.0 2.0 1.0	REACTION	0.0	999999.0	porphobilinogen synthase	Porphyrin and Chlorophyll Metabolism	1672623 1631583 1738546 1649492	
1808418	R_DIPS@MODELID_222668	1807327 1808044	1808095 1808246 1807596	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	diphthine synthase	Methionine and Cysteine Metabolism	1664877 1723807 1620399 1703751	
1808417	R_CMPtm@MODELID_222668	1807239	1807246	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	CMP transport, diffusion, mitochondrial			
1808416	R_4H2OGLTtp@MODELID_222668	1807364	1807322	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	_4-hydroxy-2-oxoglutarate peroxisomal transport via diffusion			
1808423	R_EX_thr_L_LPAREN_e_RPAREN_@MODELID_222668	1808040	1808038	1.0	1.0	DRAIN	0.0	999999.0	L-Threonine exchange			
1808422	R_PHETRSm@MODELID_222668	1807674 1808177 1807222	1807816 1808096 1807601	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	phenylalanyl-tRNA synthetase, mitochondrial	Tyrosine, Tryptophan and Phenylalanine Metabolism	1633517 1638016 1740656 1700706 1630916	
1808421	R_CYSS@MODELID_222668	1807405 1807886	1808135 1807359 1808246	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	cysteine synthase	Methionine and Cysteine Metabolism	1626382 1622510 1688880 1666405 1718871	
1808420	R_PStm_SC@MODELID_222668	1807733	1807572	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	phosphatidylserine mitochondrial  transport, yeast-specific			
1808475	R_ACtp@MODELID_222668	1807359	1807276	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	acetate transport, peroxisomal			
1808474	R_PDHm@MODELID_222668	1808289 1807784 1807307	1807469 1808172 1807247	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	pyruvate dehydrogenase	Glycolysis and Gluconeogenesis	1631480 1714606 1628173 1670447 1644726	
1808473	R_NDP4@MODELID_222668	1807807 1807237	1807295 1808246 1807712	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	nucleoside-diphosphatase (dGDP)	Nucleotide Salvage Metabolism	1633693 1691585 1720914	
1808472	R_EX_chol_LPAREN_e_RPAREN_@MODELID_222668	1807746	1807744	1.0	1.0	DRAIN	0.0	999999.0	Choline exchange			
1808479	R_ICDHyp@MODELID_222668	1807875 1808118	1807255 1808058 1808233	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	Isocitrate dehydrogenase (NADP+)	Citric Acid Cycle	1645593 1631017 1630265 1746754 1671728 1631010 1631602 1631011	
1808478	R_YUMPS@MODELID_222668	1808337 1807973	1808358 1807237	1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	yUMP synthetase	Purine and Pirimidine Biosynthesis	1739512 1635707 1633869 1687059	
1808477	R_PSERS_SC@MODELID_222668	1807473 1807966	1807239 1807733 1808246	0.01 1.0	1.0 0.01 1.0	REACTION	-999999.0	999999.0	phosphatidylserine synthase, yeast-specific	Phospholipid Biosynthesis	1625226 1627788	
1808476	R_ACtm@MODELID_222668	1807359	1807288	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	acetate transport, mitochondrial			
1808467	R_MALT@MODELID_222668	1807237 1807282	1807759	1.0 1.0	2.0	REACTION	0.0	999999.0	alpha-glucosidase	Galactose Metabolism	1651343 1633695 1734080 1649972 1631237 1672583 1723941 1619335	
1808466	R_EX_leu_L_LPAREN_e_RPAREN_@MODELID_222668	1808206	1808201	1.0	1.0	DRAIN	0.0	999999.0	L-Leucine exchange			
1808465	R_GCC2am@MODELID_222668	1807541 1808218 1808006	1807417 1807247	1.0 1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	glycine-cleavage complex (lipoamide), mitochondrial	Glycine, Serine, Lysine and Threonine Metabolism	1622098	
1808464	R_NNAMrm@MODELID_222668	1807201 1807942	1807960 1808229	1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	nicotinamidase, reversible, mitochondrial	NAD Biosythesis	1629656 1627145 1683722 1651516 1625109 1721751	
1808471	R_AM6SAD@MODELID_222668	1807335 1807237 1807781	1808161 1808023 1808246	1.0 1.0 1.0	1.0 1.0 2.0	REACTION	0.0	999999.0	aminomuconate-semialdehyde dehydrogenase	Tyrosine, Tryptophan and Phenylalanine Metabolism	1651948 1630112 1739895	
1808470	R_NDP3@MODELID_222668	1807237 1808185	1807295 1808075 1808246	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	nucleoside-diphosphatase (GDP)	Nucleotide Salvage Metabolism	1633691 1626861 1619213 1659327 1720674 1682673	
1808469	R_METS@MODELID_222668	1807725 1808359	1807873 1807985	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	methionine synthase	Methionine and Cysteine Metabolism	1665737 1630680 1632732 1622707 1688148	
1808468	R_EX_dann_LPAREN_e_RPAREN_@MODELID_222668	1807741	1807740	1.0	1.0	DRAIN	0.0	999999.0	_7,8-Diaminononanoate exchange			
1808459	R_SERPT@MODELID_222668	1807966 1807763 1808246	1807240 1807300 1807188	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	serine C-palmitoyltransferase	Sphingolipid Metabolism	1683338 1633803 1735474 1651479	
1808458	R_RAFGH@MODELID_222668	1807237 1808353	1807649 1807393	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	Raffinose galactohydrolase	Galactose Metabolism	1685016 1628425 1635100 1740227 1651190	
1808457	R_MI1PP@MODELID_222668	1807237 1807804	1807295 1807721	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	myo-inositol 1-phosphatase	Phospholipid Biosynthesis	1652348 1620719 1685872 1740903	
1808456	R_MI1PS@MODELID_222668	1808355	1807804	1.0	1.0	REACTION	0.0	999999.0	myo-Inositol-1-phosphate synthase	Phospholipid Biosynthesis	1687753 1620714	
1808463	R_GLYTRS@MODELID_222668	1808018 1807214 1807224	1808327 1807817 1807627	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	Glycyl-tRNA synthetase	Glycine, Serine, Lysine and Threonine Metabolism	1702415 1631390 1746429 1637941	
1808462	R_ALLTAHr@MODELID_222668	1807237 1807704	1807365 1807736	1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	Allantoate amidinohydrolase, reversible	Histidine Metabolism	1679019 1632591 1746749 1634784 1631575	
1808461	R_EX_din_LPAREN_e_RPAREN_@MODELID_222668	1808173	1808174	1.0	1.0	DRAIN	0.0	999999.0	Deoxyinosine exchange			
1808460	R_ADK4m@MODELID_222668	1808042 1807601	1807527 1808303	1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	adentylate kinase (ITP), mitochondrial	Nucleotide Salvage Metabolism	1624318 1684702 1619732	
1808451	R_METB1@MODELID_222668	1808135 1807298	1807955 1807359 1808246	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	metb1	Methionine and Cysteine Metabolism	1631963 1716685 1629894 1664310	
1808450	R_GCCcm@MODELID_222668	1807784 1807797	1808218 1807271 1808172	1.0 1.0	1.0 1.0 1.0	REACTION	-999999.0	999999.0	glycine-cleavage complex (lipoylprotein), mitochondrial	Glycine, Serine, Lysine and Threonine Metabolism	1621833 1620443 1700316 1651283	
1808449	R_AHCYStm@MODELID_222668	1808095	1808103	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	S-adenosyl-L-homocysteine reversible transport, mitochondrial			
1808448	R_AHCYStn@MODELID_222668	1808095	1808101	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	S-adenosyl-L-homocysteine nuclear transport			
1808455	R_PAPSR@MODELID_222668	1807543 1807795	1807935 1808343 1807509 1808246	1.0 1.0	1.0 1.0 1.0 2.0	REACTION	0.0	999999.0	phosphoadenylyl-sulfate reductase (thioredoxin)	Methionine and Cysteine Metabolism	1643881 1699225 1626680 1625881	
1808454	R_ASNNe@MODELID_222668	1807232 1807834	1808162 1807965	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	L-asparaginase, extracellular	Asparagine Metabolism	1627320 1734714 1681179 1631628 1627343 1658324 1622549	
1808453	R_2DDA7Ptm@MODELID_222668	1807818	1807810	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	_2-Dehydro-3-deoxy-D-arabino-heptonate7-phohsphate mitochondrial transport via diffusion			
1808452	R_ASPTA@MODELID_222668	1808259 1808160	1807610 1808236	1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	aspartate transaminase	Alanine and Aspartate Metabolism	1631097 1660074 1631100 1737087 1724140 1629248 1682354	
1808507	R_3MOPtm@MODELID_222668	1808100	1808108	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	_3-Methyl-2-oxopentanoate transport, diffusion, mitochondrial			
1808506	R_ADSS@MODELID_222668	1807932 1808282 1808160	1807295 1807812 1808246 1808185	1.0 1.0 1.0	1.0 1.0 2.0 1.0	REACTION	0.0	999999.0	adenylosuccinate synthase	Purine and Pirimidine Biosynthesis	1684841 1634335 1721479 1624517	
1808505	R_PEtm_SC@MODELID_222668	1807782	1807778	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	phosphatidylethanolamine mitochondrial transport, yeast-specific			
1808504	R_ICDHxm@MODELID_222668	1808125 1807784	1808273 1808172 1807247	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	Isocitrate dehydrogenase (NAD+)	Citric Acid Cycle	1670040 1677548 1631058 1722673 1715473	
1808511	R_DADK@MODELID_222668	1808168 1807214	1807557 1808332	1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	deoxyadenylate kinase	Nucleotide Salvage Metabolism	1675531 1645067 1628101 1743973	
1808510	R_3DSPHR@MODELID_222668	1807967 1807188 1808246	1807343 1807898	1.0 1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	_3-Dehydrosphinganine reductase	Sphingolipid Metabolism	1710650 1718559 1659454 1622432	
1808509	R_SHSL1@MODELID_222668	1807700 1808135	1807639 1807955 1808246	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	O-succinylhomoserine lyase (L-cysteine)	Methionine and Cysteine Metabolism	1662922 1628492 1626430 1650962 1719893	
1808508	R_ALATA_L@MODELID_222668	1807850 1808259	1807610 1808212	1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	L-alanine transaminase	Alanine and Aspartate Metabolism	1645657 1737080 1734392 1630923 1627876 1671668	
1808499	R_ILETRSm@MODELID_222668	1807841 1807890 1807222	1807816 1807601 1807713	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	isoleucyl-tRNA synthetase, mitochondrial	Valine, Leucine and Isoleucine Metabolism	1700735 1746499 1627250 1637974 1629670	
1808498	R_PROTRS@MODELID_222668	1807220 1808345 1807214	1808264 1807817 1807627	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	Prolyl-tRNA synthetase	Arginine and Proline Metabolism	1629210 1720793 1700722 1638036	
1808497	R_DUTPDP@MODELID_222668	1807237 1807631	1807860 1808246 1807817	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	dUTP diphosphatase	Purine and Pirimidine Biosynthesis	1628011 1643023 1681790 1746401 1628022 1620230	
1808496	R_SERTRS@MODELID_222668	1807284 1807214 1807966	1807629 1807817 1807627	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	Seryl-tRNA synthetase	Glycine, Serine, Lysine and Threonine Metabolism	1638025 1714059 1700773 1622404	
1808503	R_ORNt2r@MODELID_222668	1808250 1807227	1808246 1807223	1.0 1.0	1.0 1.0	TRANSLOCATION	-999999.0	999999.0	orntithine reversible transport in via proton symport			
1808502	R_DADA@MODELID_222668	1807237 1808246 1807421	1807968 1808175	1.0 1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	Deoxyadenosine deaminase	Nucleotide Salvage Metabolism	1628056 1677752 1623723 1712641 1651922	
1808501	R_ADSK@MODELID_222668	1807214 1807571	1807543 1807557 1808246	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	adenylyl-sulfate kinase	Methionine and Cysteine Metabolism	1657245 1624477 1681446 1736469	
1808500	R_ICDHym@MODELID_222668	1808125 1807907	1808273 1808048 1807247	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	Isocitrate dehydrogenase (NADP+)	Citric Acid Cycle	1645593 1631017 1630265 1746754 1671728 1631602 1631010 1631011	
1808491	R_G12MT2g@MODELID_222668	1808352 1808286	1808195 1807742 1808252	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	Glycolipid 1,2-alpha-D-mannosyltransferase, Golgi apparatus	Glycoprotein Metabolism	1633452	
1808490	R_KARA2im@MODELID_222668	1808132 1808218 1808048	1807723 1807907	1.0 1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	ketol-acid reductoisomerase (2-Aceto-2-hydroxybutanoate), mitochondrial	Valine, Leucine and Isoleucine Metabolism	1629628 1630206 1739724 1694752 1622161	
1808489	R_FAS240_L@MODELID_222668	1807859 1808202 1807967 1808246	1807240 1807237 1807300 1808279 1807898	1.0 3.0 6.0 9.0	3.0 3.0 3.0 1.0 6.0	REACTION	0.0	999999.0	fatty acid synthase (n-C24:0), lumped reaction	Fatty Acid Biosynthesis	1626764	
1808488	R_ACOAO9p@MODELID_222668	1807992 1807395	1807842 1807472	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	acyl-CoA oxidase (hexacanoyl-CoA), peroxisomal	Fatty Acid Degradation	1626138	
1808495	R_ETHAPT_SC@MODELID_222668	1807980 1808220	1807239 1807782 1808246	0.01 1.0	1.0 0.01 1.0	REACTION	-999999.0	999999.0	Ethanolaminephosphotransferase, yeast-specific	Phospholipid Biosynthesis	1627935	
1808494	R_GGLGH@MODELID_222668	1807237 1807913	1807388 1807649	1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	Galactosylglycerol galactohydrolase	Galactose Metabolism	1635115 1636893 1674625 1685026 1631606	
1808493	R_GCCam@MODELID_222668	1808218 1808006 1807271	1808222 1807247	1.0 1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	glycine-cleavage complex (lipoylprotein), mitochondrial	Glycine, Serine, Lysine and Threonine Metabolism	1642995 1701573 1621831 1620391	
1808492	R_TRPTRS@MODELID_222668	1808301 1807484 1807214	1807432 1807817 1807627	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	Tryptophanyl-tRNA synthetase	Tyrosine, Tryptophan and Phenylalanine Metabolism	1700798 1638053 1629206 1721285 1631799	
1808483	R_PStv_SC@MODELID_222668	1807733	1807569	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	phosphatidylserine vacuolar transport, yeast-specific			
