Id	Entry	Name
2307	C05651	5-Hydroxykynurenine;5-Hydroxy-L-kynurenine
2979	C04537	N,N'-Diacetylchitobiosyldiphosphodolichol;Chitobiosyldiphosphodolichol
26156	C16162	(9Z,12Z,15Z)-Octadecatrienoyl-CoA;alpha-Linolenoyl-CoA
26258	C06912	Clarithromycin
26286	C06660	Clavaminic acid;Clavaminate
26716	C06662	Clavulanic acid;Clavulanate
27025	C06916	Clofibrate
27519	C10282	Clivoline
27564	C06915	Clofazimine
27648	C09922	Cleomiscosin A
27698	C09074	Clerodendrin A
27732	C09075	Clerodin;3-Deoxycaryoptinol
27772	C07853	Clidinium
27884	C06914	Clindamycin
27888	C13684	Clindamycin hydrochloride
27901	C11728	Clindamycin phosphate
27959	C10907	Cloransulam-methyl
27973	C06921	Clorazepate;Clorazepic acid
28005	C11095	Clomazone;FMC57020
28043	C06917	Clomiphene
28069	C06918	Clomipramine
28158	C00010	CoA;Coenzyme A;CoA-SH
28163	C02015	CoA-disulfide
28298	C06922	Clotrimazole
28315	C06923	Cloxacillin
28354	C06924	Clozapine
28366	C08254	Clusianose
28375	C09362	Cnicin
28379	C04665	Co-Methyl-5-hydroxybenzimidazolylcobamide
30558	C00418	(R)-Mevalonate;Mevalonic acid;3,5-Dihydroxy-3-methylvaleric acid
30744	C16762	Ciguatoxin I;CTX
30756	C09589	(+)-Mecambroline
30771	C11390	(+)-Menthone
30786	C10159	Methylconiine;(+)-N-Methylconiine
30795	C09790	(+)-Neomatatabiol
30802	C00553	(+)-Neomenthol
30808	C04165	(+)-Neomenthyl O-beta-D-glucoside
30820	C04479	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate;(2Z,4E)-2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate
30829	C02343	(+)-Norephedrine;d-Norephedrine;Norephedrine
30860	C11360	(+)-Nornicotine
31458	C09590	Thalmidine;(+)-O-Methylthalicberine
31485	C09159	(+)-Pimaric acid;Dextropimaric acid
31695	C09611	(+)-Pronuciferine
31704	C10167	(+)-Prosopinine
31711	C02765	(+)-Pseudoephedrine;Pseudoephedrine
31718	C08258	(+)-Quercitol;d-Quercitol
31726	C01868	(+)-Sabinone
33158	C10889	(+)-Syringaresinol
33176	C10890	(+)-Syringaresinol O-beta-D-glucoside;Acanthoside B
33244	C09654	(+)-Tetrandrine;Tetrandrine
33345	C02766	Ureidoglycolic acid;Ureidoglycolate
33369	C06306	(+)-alpha-Pinene;(1R,5R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene
33391	C09877	(+)-beta-Phellandrene
33403	C04468	(+)-cis-3,4-Dihydrophenanthrene-3,4-diol;cis-3,4-Dihydroxy-3,4-dihydrophenanthrene
33407	C02213	(+)-cis-Sabinol;Sabinol
33426	C06394	delta-Cadinene;(+)-delta-Cadinene
33435	C03448	(+)-exo-5-Hydroxycamphor;5-exo-Hydroxycamphor
8090	C04942	beta-D-Mannosyl-R
8382	C02985	L-Fucose 1-phosphate;6-Deoxy-L-galactose 1-phosphate;beta-L-Fucose 1-phosphate
29698	C11141	(+)-Atherospermoline
29707	C09352	(+)-Bebeerine;Bebeerine
29713	C03036	(+)-Bisdechlorogeodin
29719	C03037	(+)-Bornane-2,5-dione;2,5-Diketocamphane
29731	C01765	(+)-Borneol;d-Borneol;Borneocamphor;endo-2-Bornanol;Sumatra camphor;(1R,2S,4R)-(+)-Borneol
29744	C03190	(+)-Bornyl-diphosphate;(+)-Bornyl diphosphate
29889	C09389	(+)-Cassythicine
29923	C06562	(+)-Catechin;D-Catechin;Cyanidanol;(2R-trans)-2-(3,4-Dihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol;(2R,3S)-Catechin;(2R,3S)-(+)-Catechin;Cianidanol
30029	C11394	(+)-Chrysanthenone
30162	C05789	L-Urobilinogen;L-Stercobilinogen;Stercobilinogen
30181	C06304	(+)-Comphene;(+)-Camphene
30193	C02906	Dihydromyricetin;Ampelopsin;(+)-Dihydromyricetin;(+)-Ampelopsin
30204	C10591	(+)-Elaeocarpine
30216	C10561	(+)-Eudesmin;Pinoresinol dimethyl ether
30226	C10616	(+)-Galbacin
30236	C09785	(+)-Iridodial
30239	C06069	Iridodial;cis-trans-Iridodial
30278	C09804	cis-trans-Nepetalactol;cis-trans-Iridodial lactol
30296	C06099	d-Limonene;(+)-Limonene;(+)-(R)-Limonene;(+)-(4R)-Limonene
30309	C12622	cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol;(2E)-3-(cis-5,6-Dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate
30336	C11388	(-)-Linalool;(R)-(-)-Linalool;(3R)-Linalool
30366	C09575	(+)-Luguine
28389	C01065	null
28395	C00920	CoA-glutathione;Coenzyme A-glutathione mixed disulfide
28404	C03378	Coagulation Factor VIIa
28447	C11538	Cobalt-sirohydrochlorin;Cobalt-factor II
28670	C11541	Cobalt-precorrin 5
28686	C11542	Cobalt-precorrin 6;Cobalt-precorrin 6A
28691	C00853	Cob(I)alamin;Cbl;Vitamin B12s
28698	C06505	Cob(I)yrinate a,c diamide;Cob(I)yrinate diamide;Cob(I)yrinic acid a,c-diamide
28703	C00541	Cob(II)alamin;Vitamin B12r
28782	C00210	Cobamide
28803	C00194	Cobamide coenzyme;Adenosylcobalamin;Adenosylcob(III)alamin;Deoxyadenosylcobalamin;Cobamamide;Vitamin B12 coenzyme;5,6-Dimethylbenzimidazolyl-5-deoxyadenosyl-cobamide;(5'-Deoxy-5'-adenosyl)cobamide coenzyme;(5,6-Dimethylbenzimidazolyl)cobamide coenzyme;alpha-(5,6-Dimethylbenzimidazolyl)cobamide coenzyme;5'-Deoxy-5'-adenosylcobalamin;5'-Deoxy-5'-adenosyl vitamin B12;5'-Deoxy-5'-adenosyl-5,6-dimethylbenzimidazolylcobamide;5,6-Dimethylbenzimidazolyl-Co-5'-deoxy-5'-adenosylcobamide;Calomide;Cobalamin coenzyme;Coenzyme B12;DMBC coenzyme;Dibencozide;Funacomide
28808	C05774	Cobinamide;Cob(I)inamide
29080	C15503	N,N-Dihydroxy-L-tyrosine
43335	C18069	N1,N5,N10-Tricoumaroyl spermidine
43345	C12988	N2-Acetyl-L-aminoadipate semialdehyde
43354	C18073	N1,N5-Tri-di(hydroxyferuloyl)-N10-sinapoyl-spermidine
43457	C08793	Cucurbitacin A
43485	C08794	Cucurbitacin B
43495	C08795	Cucurbitacin C
43513	C08796	Cucurbitacin D
43535	C08797	Cucurbitacin E
43545	C08798	Cucurbitacin F
44036	C09410	Cularimine
44060	C09411	Cularine
44098	C08804	Cucurbitacin P
44106	C08805	Cucurbitacin Q
44115	C08806	Cucurbitacin S
44124	C10140	Cucurbitine
44133	C09398	Cularicine
44141	C09400	Cularidine
44150	C05905	Cyanidin;3,3',4',5,7-Pentahydroxyflavylium chloride;Chlorure de 3,3',4',5,7-pentahydroxyflavylium;3,3',4',5,7-Pentahydroxyflavyliumchlorid;2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-1-benzopyrylium chloride;3,3',4',5,7-Pentahydroxy-2-phenylbenzopyrylium chloride;Cyanidin chloride;Cyanidine;Cyanidol;Cyanidol chloride;IdB 1027
44214	C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine;UDP-3-O-(beta-hydroxymyristoyl)-N-acetylglucosamine;UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine
44225	C01417	Cyanate;Cyanic acid
44243	C00177	Cyanide ion;Prussiate;CN-;Cyano;Cyanide
44272	C10034	Cupressuflavone;8,8''-Biapigenin
44281	C11689	Curacin A
44422	C10655	Cusparine
44433	C01566	Cyanamide;Carbodiimide
44441	C05713	Cyanoglycoside;Cyanoglucoside
45350	C08629	Cyanidin 3,5,3'-tri-O-glucoside
45356	C08612	Cyanidin 3-O-(6''-glucosyl-2''-xylosylgalactoside);Cyanidin 3-O-(6-O-beta-D-glucosyl-2-O-beta-D-xylosyl-beta-D-galactoside)
45362	C08647	Cyanidin 3-O-galactoside;Cyanidin 3-O-beta-D-galactoside
45366	C08604	Chrysanthemin;Cyanidin 3-O-glucoside;Cyanidin 3-O-beta-D-glucoside
45372	C08620	Cyanidin 3-O-rutinoside;Cyanidin 3-O-rhamnosylglucoside;Keracyanin
45375	C04491	Cyanidin-3-rhamnoglucoside chloride;Cyanidin 3-rutinoside chloride;Keracyanin chloride
45412	C11824	Cyclic amide
45440	C02019	null
47301	C00085	D-Fructose 6-phosphate;D-Fructose 6-phosphoric acid;Neuberg ester
49006	C02018	Cyanopyrazine;2-Cyanopyrazine
49025	C06554	Cyanuric acid
49032	C08816	Cyasterone
49040	C09079	Cyathin A3
49047	C01418	Cycasin
49055	C08938	Cyclamin
40037	C19524	Succinic anhydride;Dihydro-2,5-furandione
33446	C08286	(+)-gamma-Hydroxy-L-homoarginine
33464	C11409	(+)-trans-Carveol;(4S,6R)-trans-Carveol
34079	C03039	(+)-trans-Piperitenol
34122	C11350	(+)-trans-alpha-Irone
34134	C10418	5-Deoxykievitone;(+-)-5-Deoxykievitone
34181	C09375	(+-)-Carnegine;Carnegine
34200	C10415	(+-)-Dalbergioidin
34207	C04469	(+/-)-2-(4'-Isobutylphenyl)propionitrile
34212	C04875	(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol;(+/-)-Dihydrobunolol
34217	C04883	(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)-naphthalenone;(+/-)-Bunolol
34222	C04166	(+/-)-6-Hydroxy-3-oxo-alpha-ionol;Vomifoliol
34368	C04223	(+/-)-6-Hydroxy-3-oxo-alpha-ionone
34381	C04167	(+/-)-trans-Acenaphthene-1,2-diol
34398	C11060	(-)-Abscisic acid;(-)-ABA
34413	C10198	(-)-Acanthocarpan
34440	C11357	(-)-Anabasine
34459	C11358	D-(-)-Anaferine;(-)-Anaferine
34484	C09339	(-)-Annonaine;Anonaine
34495	C09340	(-)-Apoglaziovine
34504	C09036	(-)-Apparicine
34513	C10545	Arctigenin;(-)-Arctigenin
34607	C09341	(-)-Argemonine;Argemonine
34628	C08269	(-)-Betonicine;Betonicine
34647	C03040	(-)-Bisdechlorogeodin
34657	C01766	(-)-Borneol;l-Borneol;(1S,2R,4S)-(-)-Borneol;Linderol
34680	C09368	(-)-Caaverine;Noraporphin-1-ol, 2-methoxy-
34698	C00809	(-)-Camphor
34710	C01767	(-)-Carvone;(4R)-Carvone
34861	C09133	(-)-Chimonanthine
34877	C11386	(-)-Citronellol
34897	C06305	(-)-Comphene;(-)-Camphene
41653	C06332	N-Acetylanthranilate;2-(Acetylamino)-benzoic acid;N-Acetylanthranilic acid
41995	C00624	N-Acetyl-L-glutamate;N-Acetyl-L-glutamic acid
42078	C09078	Cotylenin F
42098	C11025	Coumaphos
42107	C11026	Coumaphos anti-dimer
42113	C11027	Coumaphos syn-dimer
42128	C05851	Coumarin;Coumarine;Cumarin;2H-1-Benzopyran-2-one;1,2-Benzopyrone;2-Propenoic acid, 3-(2-hydroxyphenyl)-, delta-lactone;5,6-Benzo-2-pyrone;Benzo-alpha-pyrone;cis-o-Coumarinic acid lactone;Coumarinic anhydride;o-Hydroxycinnamic acid lactone;Rattex;Tonka bean camphor
42137	C05073	Coumermycin A1;Coumermycin
42907	C09382	Costunolide;(+)-Costunolide
42953	C08525	Crinamine;(3alpha,5alpha,11R,13beta,19alpha)-1, 2-Didehydro-3-methoxycrinan-11-ol
42962	C10583	Crinasiadine
42971	C10584	Crinasiatine
42980	C10206	Cristacarpin
43045	C07289	Crepenynate;(9Z)-Octadec-9-en-12-ynoate;(Z)-9-Octadecen-12-ynoic acid;Crepenynic acid
43055	C10284	Crotanecine
43064	C11458	null
43072	C08432	Isoguanosine;Crotonoside
43081	C00877	Crotonoyl-CoA;Crotonyl-CoA;2-Butenoyl-CoA;trans-But-2-enoyl-CoA;But-2-enoyl-CoA;(E)-But-2-enoyl-CoA
43090	C10585	Cryogenine;Lythran-12-one, 4'',5''-dimethoxy-2'-hydroxy-, (10-alpha)-;Vertine
43099	C11096	Croconazole
43108	C11819	Cromakalim
43178	C09645	Cuauhtemone
43189	C08475	Cucumopine
43214	C09142	Cryptolepine
43224	C10139	Cryptophorine
43242	C10586	Cryptopleurine
43257	C08672	Cuauchichicine;Veatchine,15-deoxy-16,17-dihydro-15-oxo-, (16-beta,20S)-
35795	C17125	(-)-Isomenthone;l-Isomenthone
35802	C10856	Convolvine
36010	C16489	Fructoselysine 6-phosphate
36040	C10855	Convoline
36275	C02686	Galactosylceramide;Galactocerebroside;D-Galactosyl-N-acylsphingosine;Cerebroside;D-Galactosylceramide
36283	C10318	Conocurvone
36294	C08890	Convallagenin A
36303	C08891	Convallamarogenin
36312	C08892	Convallamaroside
36322	C08893	Convallasaponin A
36330	C08858	Convallatoxin;Strophanthidin 3-O-alpha-L-rhamnoside
36338	C08430	Convicine
36347	C10854	Convolamine
36354	C03263	Coproporphyrinogen III
36359	C08431	Cordycepin;3'-Deoxyadenosine
36365	C09379	Coriamyrtin
36374	C10252	Copalliferol B
36382	C06089	ent-Copalyl diphosphate;(-)-Copalyl diphosphate
36387	C00070	Copper;Cu+;Cu2+;Cu(II)
36409	C08271	Coprine;N(5)-(1-Hydroxycyclopropyl)-L-glutamine
36418	C05769	Coproporphyrin I
36422	C05770	Coproporphyrin III
36426	C02667	null
36432	C05768	Coproporphyrinogen I
36437	C06021	Co(I) corrinoid protein;Corrinoid;Corrinoid protein;Corrinoid protein Co+
36445	C02140	Corticosterone;11beta,21-Dihydroxy-4-pregnene-3,20-dione;Kendall's compound B;Reichstein's substance H
36703	C02017	Corticotropin;Adrenocorticotropic hormone;ACTH
36715	C00735	Cortisol;Hydrocortisone;11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione;Kendall's compound F;Reichstein's substance M
36737	C10218	Coriariin A
36752	C10219	Corilagin
36761	C10320	Cornudentanone
36770	C08474	Coronarian;alpha-D-Glucopyranose, 2,6-bis(3-nitropropanoate)
36782	C09139	Coronaridine;(-)-Coronaridine
36791	C09381	Coronopilin
36800	C09393	Corpaine
36811	C02821	Cortisol 21-acetate;Hydrocortisone acetate;Cortell
36817	C02822	Cortisol 21-sulfate
36824	C00762	Cortisone;17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione;Kendall's compound E;Reichstein's substance Fa
36833	C08173	Cortisone acetate;Cortisyl
36842	C05482	Cortol
36850	C05481	Cortolone
36967	C02363	3-Ethoxybenzoate;3-Ethoxybenzoic acid
37014	C02740	Photinus luciferin;(S)-4,5-Dihydro-2-(6-hydroxy-1,3-benzothiazol-2-yl)thiazole-4-carboxylic acid;(S)-4,5-Dihydro-2-(6-hydroxy-2-benzothiazolyl)-4-thiazolecarboxylic acid;Firefly luciferin
37567	C18575	Quinoxaline
37844	C09859	Fenchone;(1R,4S)-(-)-Fenchone
38031	C15673	2-Dehydro-L-idonate;2-Dehydro-L-idonic acid;L-Sorbosonate;L-Sorbosonic acid;2-Keto-L-gulonate;2-Keto-L-gulonic acid;L-xylo-Hex-2-ulosonic acid;L-Ketoidonate;L-Ketoidonic acid
34950	C10152	(-)-Hygroline
34957	C02485	(-)-Isopiperitenone;(-)-(4R)-Isopiperitenone
34964	C08491	(-)-Jasmonic acid;Jasmonic acid;{(1R,2R)-3-Oxo-2-[(Z)pent-2-enyl]cyclopent-2-enyl}acetic acid;Jasmonate
34973	C00521	(-)-Limonene;(-)-(S)-Limonene;(-)-(4S)-Limonene
35000	C11389	(+)-Linalool;(S)-(+)-Linalool;(3S)-Linalool
35041	C10137	Codonopsine
35050	C10251	Coelogin
35057	C00876	Coenzyme F420;Oxidized coenzyme F420
35062	C05777	Coenzyme F430;Factor F430
35070	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide;Coenzyme M-HTP heterodisulfide;CoM-S-S-CoB;N-{7-[(2-Sulfoethyl)dithio]heptanoyl}-3-O-phospho-L-threonine
35078	C05773	Cobyrinate;Cobyrinic acid;Cob(II)yrinate;Cob(II)yrinic acid
35086	C01416	Cocaine;l-Cocain;beta-Cocain
35094	C10853	Cochlearine
35109	C06925	Colestipol;Epichlorohydrin-tetraethylenepentamine polymer
35117	C00211	Collagen
35131	C01677	Coformycin
35137	C07592	Colchicine
35144	C10317	Coleone A
35158	C08936	Colubrin
35167	C08937	Colubrinoside
35174	C01795	Columbamine
35189	C09210	(-)-Columbianetin;(R)-Columbianetin
35197	C09077	Columbin
35213	C04799	Colominic acid(non-reducing N- or O-acylneuraminyl residue);Colominate
35415	C06076	Comphene;Camphene
35527	C06494	Compound V(S);5-(5-(4-(5-Hydro-4-methyl-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole
35561	C06492	Compound II(R/S);5-(7-(6-Chloro-4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole
35569	C06495	Compound III(S);5-(7-(4-(4-Ethyl-4,5-dihydrooxazol-2-yl)phenoxy)heptyl)-3-methylisoxazole
35578	C06496	Compound IV;5-(7-(4-(4,5-Dihydro-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole;Disoxaril
35585	C06523	Coniine;(+)-Coniine;Cicutin
35635	C00590	Coniferyl alcohol;Coniferol;4-(3-Hydroxy-1-propenyl)-2-methoxyphenol;trans-Coniferyl alcohol
35660	C02666	Coniferyl aldehyde;Coniferaldehyde;4-Hydroxy-3-methoxycinnamaldehyde;Ferulaldehyde
35671	C09363	Conchosin A
35680	C09373	Conchosin B
35689	C08671	Condelphine
35696	C06545	Conessine;Wrightine
35705	C09374	Confertiflorin;(+)-Confertiflorin
35713	C09376	Confertifolin
35722	C09378	Confertin
35729	C00761	Coniferin
49080	C06189	Cyclic 2,3-bisphospho-D-glycerate;Cyclic 2,3-diphospho-D-glycerate;Cyclic glycerate-2,3P2;cDPG
49101	C03491	Cyclic alcohol
49129	C06930	Cyclizine
49140	C01902	Cycloartenol;9beta,19-Cyclo-24-lanosten-3beta-ol
49152	C06931	Cyclobenzaprine
49180	C03103	Cyclobutadipyrimidine;Cyclobutadipyrimidine (in DNA)
49188	C10797	Cyclobuxine D;Cyclobuxine
50032	C02200	UDP-glucosamine
50150	C03965	null
54135	C05657	6-Hydroxyindolelactate
56496	C05820	(L-Seryl)adenylate;L-Seryl-adenylate
50823	C05212	1-Radyl-2-acyl-sn-glycero-3-phosphocholine;1-Organyl-2-acyl-sn-glycero-3-phosphocholine;2-Acyl-1-alkyl-sn-glycero-3-phosphocholine
50857	C18933	Chloranil;p-Chloranil;2,3,5,6-Tetrachloro-1,4-benzoquinone
60704	C06809	Acetylcysteine;N-Acetyl-L-cysteine
60715	C01548	Acetylene;Ethyne
62107	C06808	Acetohydroxamic acid
62179	C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate
62328	C07113	Acetophenone;1-Phenylethanone;Phenyl methyl ketone;Acetylbenzene;Methyl phenyl ketone
62408	C19312	Acenaphthene
62419	C02807	Acenaphthenequinone;Acenaphthoquinone;1,2-Diketoacenaphthene
62513	C15970	Abscisic acid glucose ester;Abscisic acid-beta-D-glucopyranosyl ester;beta-D-Glucopyranosyl abscisate
58301	C03851	Adenosine 5'-phosphoramidate
58304	C00224	Adenylyl sulfate;Adenosine 5'-phosphosulfate;APS;5'-Adenylyl sulfate
58307	C03483	Adenosine tetraphosphate;Adenosine 5'-tetraphosphate
58310	C00002	ATP;Adenosine 5'-triphosphate
58314	C00054	Adenosine 3',5'-bisphosphate;PAP;3'-Phosphoadenylate;Phosphoadenosine phosphate
58404	C01998	Acrylonitrile;Propenenitrile;Vinyl cyanide
58461	C01471	Acrolein;Acrylaldehyde;Acrylic aldehyde;Propenal
58523	C01775	Actinomycin
59858	C01658	Acid amide
59890	C02132	Acetylpyruvate;Acetylpyruvic acid;2,4-Dioxopentanoate
53549	C00019	S-Adenosyl-L-methionine;S-Adenosylmethionine;AdoMet;SAM
53591	C02589	S-Acylglutathione
53784	C06718	S-Formylmycothiol
53851	C13915	Hexadecasphinganine
54025	C13706	DNDS;4,4'-Dinitrostilbene-2,2'-disulfonic acid
54076	C04264	S-(4-Bromophenyl)-mercaptopyruvate
54088	C03724	S-(5-Hydroxy-2-furoyl)-CoA
57126	C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA;Hydroxymethylglutaryl-CoA;Hydroxymethylglutaroyl coenzyme A;HMG-CoA;3-Hydroxy-3-methylglutaryl-CoA
57320	C04089	UDP-4-dehydro-6-deoxy-D-glucose;UDP-4-keto-6-deoxy-D-glucose;UDP-4-oxo-6-deoxy-D-glucose
57422	C16795	Hydnocarpic acid
57512	C16391	Trinitrotoluene;2,4,6-Trinitrotoluene
57674	C03961	erythro-3-Hydroxy-Ls-aspartate;erythro-3-Hydroxy-Ls-aspartic acid;erythro-3-Hydroxy-L-aspartate;erythro-3-Hydroxy-L-aspartic acid
58241	C00147	Adenine;6-Aminopurine
102915	C06542	Ajmaline
102942	C01401	Alanine;2-Aminopropionic acid;2-Aminopropanoic acid
103021	C01550	Agaritine
120992	C06102	Adipate semialdehyde;Hexan-1-one-6-carboxylate;6-Oxohexanoate;6-Oxohexanoic acid
121001	C08843	Adonitoxin;Adonitoxigenin 3-O-alpha-L-rhamnoside
77876	C00499	Allantoate;Allantoic acid
77889	C07600	Allicin;2-Propene-1-sulfinothioic acid S-2-propenyl ester
78668	C01663	Alkylamide
78679	C01664	Alkylamine
78817	C04216	all-trans-Heptaprenyl diphosphate
78820	C01230	all-trans-Hexaprenyl diphosphate
78825	C04146	all-trans-Octaprenyl diphosphate;Farnesylfarnesylgeraniol
67800	C00333	D-Galacturonate;D-Galacturonic acid
64146	C06471	Abequose;3,6-Deoxy-D-galactose;3,6-Deoxy-D-xylo-hexose;3-Deoxy-D-fucose
123364	C17741	Feruloyl-diketide-CoA;Feruloylacetyl-CoA
63417	C00033	Acetate;Acetic acid;Ethanoic acid
63601	C15787	Campestanol;5alpha-Campestanol;(24R)-5alpha-Ergostan-3beta-ol
63859	C02894	Watasenia luciferin
76538	C00880	D-Galactonate;D-Galactonic acid
94989	C02000	Alkyl sulfate
95434	C02658	Aldoxime;Aliphatic aldoxime
