524304	CC(=C)C(=O)O[C@H]1CC2=C[C@@H](C\C(C)=C\[C@H]3OC(=O)C(=C)[C@H]13)OC2=O
131099	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)C(O)C(O)=NCCC(O)=NCCSC(=O)C(=S)CCC(O)=O
1441807	Cl.OC(=N)NC(=N)Nc1c(Cl)cccc1Cl
1572868	[O-]C(=O)CCCCCCCC\C=C/C=O
1179663	C[C@@H]1C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@H]4C(C)=O)[C@@H]3CCC2=CC1=O
393241	C[C@]1(O)C=CC[C@@H]2[C@@](C)(\C=C\C3=CC(=O)OC3)[C@@](C)(O)[C@@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3cccnc3)[C@@]12C
524329	CCN1C[C@]2(C)CCC[C@]34[C@H]1C(C[C@H]23)[C@@]12CC[C@@H]([C@H](O)[C@@H]41)C(=C)[C@H]2O
1179696	COc1ccc(cc1)C(=C\c1ccncc1)\C(O)=O
1310768	CO[C@]1(N=C(O)C2SC(S2)=C(C(O)=N)C(O)=O)[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O
1441842	CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(O)=O
917547	Nc1c(O)cc(O)cc1C(O)=O
524321	COc1ccc(cc1OC)[C@H]1OC2=CC(=O)C(CC=C)=C[C@@]2(OC)[C@@H]1C
1441855	CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N1CCN2CCC1CC2
131112	O.O.[Mo++].O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]2Nc3[nH]c(=N)nc([O-])c3N[C@H]2C(S)=C1S)n1cnc2c([O-])nc(=N)[nH]c12
786471	COc1cc(OC)c2[C@H](O)C[C@H](Oc2c1CC=C(C)C)c1ccccc1
1572916	CC1=CC[C@@H]2CC1C2(C)C
393257	OC(=O)CCCCCCCCCCC#CCCC=C
131123	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)CS(O)(=O)=O
393266	C\C(CC[C@@H]1C(=C)C[C@@H](OC(=O)c2ccccc2)[C@@H]2[C@]1(C)CCC[C@@]2(C)C(O)=O)=C/CO
1441826	[Na+].[Na+].OC[C@H]1O[C@H](Oc2ccc(CCCCCCc3ccc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c(c3)-c3cccc(CC([O-])=O)c3)cc2-c2cccc(CC([O-])=O)c2)[C@@H](O)[C@@H](O)[C@@H]1O
786489	C[C@@H]1C[C@@H]2OC(=O)[C@]3(C)[C@H]2[C@@H](OC3(C)O)[C@@]2(C)[C@H]1C=CC2=O
1048613	CC=CCCCCCCCC(O)=O
1179687	COc1ccc(cc1)C1CC(=O)c2c(O1)cc(OC)c(OC)c2OC
1572899	C\C=C(\CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C)C(C)C
786481	CC[C@H](C)[C@H](N=C(O)[C@H](CCC(O)=N)N=C(O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)N=C(O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)[C@@H]1CCC(O)=N1)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(O)=O
1441835	O.Cl.Cl.O=S(=O)(N1CCCNCC1)c1cccc2cnccc12.O=S(=O)(N1CCCNCC1)c1cccc2cnccc12
1048623	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)CC(O)CCCC(O)=O
1310804	C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@H](O)[C@H](C)O[C@H]2O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3N=C(C)O)[C@@H](CO)OC(O)[C@@H]2N=C(C)O)[C@@H](O)[C@H](O)[C@@H]1O
1441879	CS(O)(=O)=O.O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1
1048658	CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
1572955	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(O)(O)=O)C(COC2(CC(OC3(CC(OC4(CC(O)C(O)C(O4)C(O)CO)C(O)=O)C(OC4OC(C)C(O)C(O)C4O)C(O3)C(O)CO)C(O)=O)C(OC3OC(C(O)CO)C(OP(O)(O)=O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(O)(O)=O)C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(OC6OC(CO)C(O)C(O)C6OC6OC(COC7OC(C(CO)OC8O[C@H](CO)[C@@H](O[C@@H]9O[C@@H]([C@@H](O[C@H]%10O[C@H](C)[C@H](N=C(C)[O-])[C@H](O[C@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H]([C@@H](O[C@H]%13O[C@H](C)[C@H](N=C(C)[O-])[C@H](OC%14O[C@H](CO)[C@@H](O[C@@H]%15O[C@@H]([C@@H](O[C@H]%16O[C@H](C)[C@H](N=C(C)[O-])C(O[C@H]%17O[C@H](CO)[C@@H](O[C@@H]%18O[C@@H]([C@@H](O[C@H]%19O[C@H](C)[C@H](N=C(C)[O-])[C@H](O)[C@H]%19O)[C@H](O)[C@@H]%18N=C(C)[O-])C([O-])=O)[C@H](O)[C@H]%17N=C(C)[O-])[C@H]%16O)[C@H](O)[C@@H]%15N=C(C)[O-])C(O)=O)[C@H](O)[C@H]%14N=C(C)[O-])[C@H]%13O)[C@H](O)[C@@H]%12N=C(C)[O-])C(O)=O)[C@H](O)[C@H]%11N=C(C)[O-])[C@H]%10O)[C@H](O)[C@@H]9N=C(C)[O-])C(O)=O)[C@H](O)[C@H]8N=C(C)[O-])C(O)C(O)C7O)C(O)C(O)C6O)C5O)C4O)C3O)C(O2)C(O)CO)C(O)=O)O[C@@H](OC[C@H]2OC(OP(O)(O)=O)[C@H](N=C([O-])C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1N=C([O-])C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
1179734	OC(=O)CCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1
393281	CC(=O)O[C@H]1C[C@]2(COC(=O)C2)O[C@@]2(C)[C@@H](OC(C)=O)[C@H](OC(=O)c3cccnc3)[C@]3(C)[C@H](CCC=C3C)[C@@]12C
1572959	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(O)(=O)OC2OCC(N)C(O)C2O)C(COC2(CC(OC3(CC(OC4(CC(O)C(O)C(O4)C(O)CO)C([O-])=O)C(OC4OC(C)C(O)C(O)C4O)C(O3)C(O)CO)C([O-])=O)C(OC3OC(C(O)CO)C(OP([O-])([O-])=O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP([O-])([O-])=O)C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(OC6OC(CO)C(O)C(O)C6OC6OC(COC7OC(C(O)CO)C(O)C(O)C7O)C(O)C(O)C6O)C5O)C4O)C3O)C(O2)C(O)CO)C([O-])=O)O[C@@H](OC[C@H]2OC(OP(O)(O)=O)[C@H](N=C([O-])C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1N=C([O-])C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
393294	CC1=CCC[C@H]2[C@@]1(C)[C@@H](O)[C@H](O)[C@]1(C)O[C@@]3(COC(=O)C3)C[C@H](OC(=O)c3cccnc3)[C@]21C
131147	OC(=O)c1cnccn1
917575	CSCC[C@H](N)C(O)=N[C@@H](C)C(O)=N[C@@H](CC(O)=O)C(O)=O
1179740	NCCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1
1572951	CC1OC(OC2C(O)C(CO)OC(OP(O)(=O)OP([O-])(=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C2N=C(C)[O-])C(OC(C)=O)C(O)C1O
917598	COc1cc(O)c2c(c1)oc1c(OC)c(O)ccc1c2=O
1048641	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)c1cccc(O)c1
1310787	[Na+].CO\N=C(/C([O-])=N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)c1csc(=N)[nH]1
89	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
393309	Cn1cnc2c(nnc2c1N)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
917589	NCCCC[C@H](N)C(O)=N[C@@H](Cc1ccc(O)cc1)C(O)=O
1441869	Nc1nc(N\N=C\C2CCCCC2)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
786519	Cc1nc(O)n(c(=O)c1Cl)C(C)(C)C
524372	COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H]2[C@@H](C)CC[C@H]12
393318	C[C@]1(O)[C@@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2cccnc2)[C@]2(C)[C@H](CC[C@H](O)C2=C)[C@@]1(C)\C=C\C1=CC(=O)OC1
524392	CC(C)=CCC1=CC(=O)c2ccccc2C1=O
1441910	Cl.CCN(CC)CCOC(=O)c1cccc(c1O)-c1ccccc1
1048689	CC[C@@H]1[C@@H](Cc2cncn2C)COC1=O
917612	[Br-].CCCCCCCC[N+](C)(C)C
1179766	CSc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
1048697	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)[n+]1cccnc1
786534	CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12
1179775	Oc1nc2c(S)nc(O)nc2[nH]1
1572981	CCCCCCCCCCCCC(C)CC
524408	C[C@H]1CC[C@H]2[C@@H]1[C@H](O[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O)OC=C2C(O)=O
917626	CC(C)[C@H](N=C(O)[C@@H](N)CCCCN)C(O)=O
393331	C[C@]1(O)[C@@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2cccnc2)[C@]2(C)[C@H](CCC(=O)C2=C)[C@@]1(C)\C=C\C1=CC(=O)OC1
1310817	CC(O)=N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]1O[C@@H]1[C@@H](CO)O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)O[C@H](CO)[C@@H]2O)[C@H](N=C(C)O)[C@H]1O
1179748	CNCCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1
1441901	Cl.NCc1ccccc1Sc1ccccc1CO
1179758	CN(C)(=O)CCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1
1310826	O[C@@H](COP([O-])(=O)OP(O)(=O)OP([O-])([O-])=O)[C@@H](O)C1=Nc2c([O-])nc(=N)[nH]c2NC1
1572966	CC(O[C@H]1C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N=C(C)O)C2COC(O2)[C@@H]1N=C(C)O)C(O)=NC(C)C(O)=NC(CCC(O)=O)C(O)=NC(CCCC(N)C(O)=O)C(O)=NC(C)C(O)=O
524424	[Pb].[Pb].[Pb].[Pb].[Pb].[Pb-].[Pb-].[Pb-].[Pb-]
1573016	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC([O-])=O
917647	C[C@@H](O)[C@H](N=C(O)[C@@H](N)CCCCN)C(O)=O
1048724	C[C@H](CCCC(C)C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
393344	COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(=O)OCCN1CCOCC1
1179796	OC(=O)C1CCC(=O)c2ccccc12
786570	OCCCCCCO
1179802	C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC=CC[C@]4(C)[C@H]3CC[C@]12C
1573008	CC(N=C(O)C(C)N=C(O)C1CCCC(N=C(O)C(C)N=C(O)C2CCCC(N=C(O)C(C)N=C(O)C(CCCC(N)C(O)=O)N=C(O)C(CCC(O)=O)N=C(O)C(C)N=C(O)C(C)OC3C(OC4OC(CO)C(O)C(O)C4N=C(C)O)C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC=C(N=C(C)O)C7OC(C)C(O)=NC(C)C(O)=NC(CCC(O)=O)C(O)=N1)C(N=C(C)O)C6O)C(N=C(C)O)C5OC(C)C(O)=NC(C)C(O)=NC(CCC(O)=O)C(O)=N2)C(N=C(C)O)C4O)C3N=C(C)O)C(O)=O)C(O)=O)C(O)=O
1441947	CS(O)(=O)=O.CS(O)(=O)=O.C[C@H](CNCCNC[C@@H](C)N1C(=O)c2cccc3cc(cc(C1=O)c23)N(=O)=O)N1C(=O)c2cccc3cc(cc(C1=O)c23)N(=O)=O
1310874	CC(O)=N[C@H]1C(O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2N=C(C)O)[C@@H]1O
786588	COc1cc2nc([nH]c(=N)c2cc1OC)N1CCN(CC1)C(=O)C1CCCO1
917658	C[C@H](N=C(O)[C@@H](N)Cc1ccccc1)C(O)=N[C@@H](CC(O)=O)C(O)=O
1179783	Fc1ccc(cc1)C1(CCC=O)OCc2cc(ccc12)C#N
1441920	OC(=O)CC(O)(CC(O)=O)C(O)=O.OC(=O)CC(O)(CC(O)=O)C(O)=O.COc1cc(cc(OC)c1OC)C(=O)C(=O)N1CCCC[C@H]1C(=O)OC(CCCc1cccnc1)CCCc1cccnc1
1310851	CC(C)(C)c1ccc(C[NH+]2CC[NH+](CC2)C(c2ccccc2)c2ccc(Cl)cc2)cc1
393374	CC1=CCC[C@@H]2[C@@](C)([C@H]3CC4=C(O3)C(=O)OC4)[C@@](C)(O)[C@@H](O)[C@H](OC(=O)c3cccnc3)[C@@]12C
1310860	O[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)C1=Nc2c(O)nc(=N)[nH]c2NC1
1441934	Cl.Cl.C1CN=C(N\N=C/c2c3ccccc3c(\C=N/NC3=NCCN3)c3ccccc23)N1
1048714	C\C(CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)=C/C(O)=O
1572994	COc1ccc2[nH+]ccc([C@H](O)C3C[C@H]4CCN3C[C@@H]4C=C)c2c1
524436	O.[Bi].[c]1ccccc1.[c]1ccccc1.[c]1ccccc1
1179790	OCCCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1
131231	OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O
1179826	C[C@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O
1048753	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)CC(=O)CCCC(O)=O
917674	Cc1nc2n(C)c3n(cnc3c(=O)n2c1CC(O)[C@H](N)C(O)=O)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
393379	CCO[C@H]1C[C@@H]2C[C@H](O[C@@H]2O1)[C@@]1(C)[C@H](C)C[C@H](OC(=O)c2cccnc2)[C@]2(COC(C)=O)[C@@H]1CCC[C@]21CO1
1573055	CCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)C([O-])=O
1179834	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c(S)ncnc12
1048761	CCCCCCCCCCCCCC(=O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
1310911	CC(O)=N[C@@H](C(O)=O)C(C)(C)S
524452	[H].[H].[H].[H].[H].[Bi]
917666	Cc1nc2n(C)c3n(cnc3c(=O)n2c1CC(O)[C@H](N)C(O)=O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1573044	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO
1441976	[Na+].[Na+].[O-]c1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1[O-]
131245	CC(C)(COP(O)(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C([O-])=NCCC([O-])=NCCSC(=O)CS(O)(=O)=O
1179811	CC(C)Oc1cccc(c1)-n1c(CCc2c[nH]c3ccc(Cl)cc23)nc2ccccc2c1=O
1310886	CCCCCCCCCCCCCCCC[C@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](COC(=O)[C@@H](C)C[C@@H](C)C[C@@H](C)C[C@@H](C)C[C@@H](C)C[C@@H](C)C[C@@H](C)C[C@@H](C)[C@H](O)CCCCCCCCCCCCCCC)[C@@H](O)[C@H](O)[C@H]2OS(O)(=O)=O)[C@H](OC(=O)CCCCCCCCCCCCCCC)[C@@H](OC(=O)[C@@H](C)C[C@@H](C)C[C@@H](C)C[C@@H](C)C[C@@H](C)C[C@@H](C)C[C@@H](C)C[C@@H](C)[C@H](O)CCCCCCCCCCCCCCC)[C@@H]1O
1441956	CC(O)C(O)=O.CC(O)C(O)=O.COc1cc2CCN[C@H](CCCC[C@@H]3NCCc4cc(OC)c(OC)cc34)c2cc1OC
1573037	CCCCCC\C=C\C=C/CCCCCCCCCC([O-])=O
786618	CC[C@H](C)[C@@H]1N=C(O)C(C(C)=O)C1=O
1048743	C[C@H](CCCC(C)C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
524464	[Cl-].[Cl-].[BiH3++].[c]1ccccc1.[c]1ccccc1.[c]1ccccc1
1441966	O.O.O.[Mg++].[O-]S([O-])(=O)=O.O=n1ccccc1SSc1ccccn1=O
185	Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
1179819	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c(S)nc(O)nc12
1573025	CCCCCC\C=C/C=C/CCCCCCCCCC([O-])=O
786609	O.O.Cl.COc1cc2nc([nH]c(=N)c2cc1OC)N1CCN(CC1)C(=O)C1CCCO1
1573029	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP([O-])([O-])=O)C(COC2(CC(OC3(CC(OC4(CC(O)C(O)C(O4)C(O)CO)C([O-])=O)C(OC4OC(C)C(O)C(O)C4O)C(O3)C(O)CO)C([O-])=O)C(OC3OC(C(O)CO)C(OP([O-])([O-])=O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP([O-])([O-])=O)C(O)C4O)C3O)C(O2)C(O)CO)C([O-])=O)O[C@@H](OC[C@H]2O[C@H](OP(O)(O)=O)[C@H](N=C([O-])C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1N=C([O-])C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
1179858	C[C@]12CC(=O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1C[C@@H](O)C2=O
917708	COC(O)=N[C@@H](C(O)Cc1c(C)nc2n(C)c3n(cnc3c(=O)n12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C(=O)OC
1573086	COC(=O)CCCCCCCC=O
1310931	CC(C)(SSC(C)(C)[C@@H](N)C(O)=O)[C@@H](N)C(O)=O
786635	C[C@](O)(CC([O-])=O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1179866	C[C@H]1C[C@H]2[C@@H]3CC[C@](C)(O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12
1048793	C(CN1CCNCC1)Nc1ncnc2oc(c(-c3ccccc3)c12)-c1ccccc1
1573078	CCC(C)CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC
1179842	C[C@@H](\C=N\O)[C@H]1CC[C@H]2[C@@H]3CCC4=C\C(CC[C@]4(C)[C@H]3CC[C@]12C)=N\O
1441990	Cc1c[nH]c2c(O)cc3N(C[C@@H](CCl)c3c12)C(=O)c1cc2cc(NC(=O)Nc3ccc4[nH]c(cc4c3)C(=O)N3C[C@@H](CCl)c4c3cc(O)c3[nH]cc(C)c43)ccc2[nH]1
1048770	Cl.Cl.Cl.CN(C)c1ccc(cc1)N=c1c2ccc(cc2[nH]c2cc(ccc12)N=C(O)CCN1CCCC1)N=C(O)CCN1CCCC1
1573068	CCCCCCCCCCCCCCCCCCCCCCCCCCCCC([O-])=O
917720	CSC([C@H](N)C(O)=O)C(O)=O
1179850	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c(S)ncnc12
1048779	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)c1ccc(Cl)cc1
393435	Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1
1573063	CCCCCC\C=C\C=C\CCCCCCCCCC([O-])=O
786643	C1CC[C@H](NC1)[C@@]12CC(C[C@H]3CCCN[C@@H]13)[C@H]1CCCCN1C2
1442038	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2OC(=O)C12CC3CC(CC(C3)C1)C2
1179888	CN1CCCC1=O
1573114	COc1ccc2nccc(C(=O)C3C[C@H]4CCN3C[C@@H]4C=C)c2c1
1048821	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)CCCN
1442032	CC[C@]1(O)CC[C@H]2[C@@H]3CC=C4CCCC[C@@H]4[C@H]3CC[C@]12C
786667	Oc1cc2c(c(O)c1O)c1c(oc2=O)c(O)c2oc(=O)c3c4c(oc(=O)c5cc(O)c(O)c(O)c45)c(O)c4oc(=O)c1c2c34
917732	CSC([C@H](N)C([O-])=O)C(O)=O
1573108	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCO
1310969	Cl.Cl.CC(C)(C)c1ccc(CN2CCN(CC2)C(c2ccccc2)c2ccc(Cl)cc2)cc1
1442043	CC(=O)\C=C\C=C1\C2CCC(C2)C1(C)C
